,listing_url,last_scraped,source,name,description,neighborhood_overview,picture_url,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,price,has_availability,calendar_last_scraped,first_review,last_review,instant_bookable,id,scrape_id,host_id,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
504,https://www.airbnb.com/rooms/6705400,30/03/23,city scrape,Private Room; Share Services. Near UNAM & Coyoacan,"Medium Size Room located in the lower part of our house which is near the center of Coyoacan in Mexico City.<br />We are within a walking distances from UNAM and 10 minutes away from the subway. <br /><br />IMPORTANT: You have to be organize and have no problem sharing a space. And be extremely clean person.<br /><br />1 master bed,  1 work table with chair, 1 big closet with hangers and 1 bookshelf. <br /><br />*You will have to share the use of the bathroom (WC and shower) and the kitchen with two more people. *<br /><br /><b>The space</b><br />Our charming house was built in the 50's by my beautiful grandmother. We have remodel around the house so it is nice for everyone. Our departments are great for students around the world and for normal travelers that want to know Mexico City.<br />Here is a list for our amenities! <br /><br />-Kitchen  fully equipped with cookware, dishware, fridge, microwave, table and chairs.<br /><br />-Big bookshelf and a big closet for your clothes. <br /","Coyoacan,  is a very beautiful neighborhood, it is very colorful and traditional part of Mexico City. We have a lot of museums, restaurants, craftsmarkets to buy traditional art to take back home, bars and big malls too. You will love Coyoacan for sure.<br /><br />Our neighborhood is very save, we have security cameras all around and there is good lighting at night if you ever have to walk pass regular hours.",https://a0.muscache.com/pictures/c91e1419-0891-4cfd-ab8a-ae250e6111ff.jpg,https://www.airbnb.com/users/show/29940140,Zaira,24/03/15,"Mexico City, Mexico","Soy Licenciada en Negocios Internacionales, y actualmente estudio fotografÃ­a y pintura.
Me gustan los gatos, comer chocolate y hacer pasteles de vez en cuando.
Soy amigable, soy social e irÃ³nicamente: introvertida, valoro mucho mi soledad.
Me gusta ir al cine y caminar por la ciudad y conocer nuevas personas.",within an hour,100%,33%,f,https://a0.muscache.com/im/users/29940140/profile_pic/1427225476/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/29940140/profile_pic/1427225476/original.jpg?aki_policy=profile_x_medium,sin registro,"['email', 'phone']",t,t,"Mexico City, Distrito Federal, Mexico",CoyoacÃ¡n,Private room in home,Private room,1 shared bath,"[""Free street parking"", ""Luggage dropoff allowed"", ""Single level home"", ""Long term stays allowed"", ""Host greets you"", ""Dedicated workspace"", ""Essentials"", ""Extra pillows and blankets"", ""Microwave"", ""Hot water"", ""Lock on bedroom door"", ""Stove"", ""Pocket wifi"", ""Backyard"", ""Cooking basics"", ""Cleaning available during stay"", ""Refrigerator"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Bed linens"", ""Wifi"", ""Patio or balcony"", ""Dishes and silverware""]",$230.00,t,30/03/23,22/06/15,07/02/20,f,6705400,20200000000000.0,29940140.0,6.0,8.0,19.34148,-99.17208,1.0,1.0,1.0,2.2,250.0,2.1,2.2,1125.0,1125.0,2.2,1125.0,0.0,0.0,0.0,272.0,14.0,0.0,0.0,4.93,5.0,4.93,4.86,5.0,5.0,4.92,5.0,0.0,5.0,0.0,0.15
508,https://www.airbnb.com/rooms/6271813,29/03/23,city scrape,Santa Fe Arcos Bosques de las lomas,"I love the space huge ! With all the amenitties Gym, Swimming Pool, Parking ,luxury apartment, I have two full equipped bedrooms with two beds each one and with priveta bathrooms.In the upscale Arcos Bosques in front of corporate headquarters.<br /><br /><b>Guest access</b><br />Disponibletodo el departamento menos la habitaciÃ³n principal ,se tien acceso al gimnasio ,mudoteca,alberca,estacionamientos disponibles cubiertos<br /><br /><b>Other things to note</b><br />Exclusivo y amplio departamento","Walking distance to Paseo Arcos Bosques. Great for business trips, zona de paseo y de corporativos",https://a0.muscache.com/pictures/99742078/58da29c8_original.jpg,https://www.airbnb.com/users/show/32093405,Rafael,27/04/15,"Mexico City, Mexico","VIVO SOLO, SOY ECONOMISTA , ME GUSTA LEER Y VER SERIES DE TV, LOS  VINOS TINTOS...Y CONOCER PERSONAS INTERESANTES.",within a few hours,100%,50%,f,https://a0.muscache.com/im/pictures/user/1a86f654-8e6a-400b-acd6-355f475378e4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1a86f654-8e6a-400b-acd6-355f475378e4.jpg?aki_policy=profile_x_medium,sin registro,"['email', 'phone']",t,t,"Mexico City, Distrito Federal, Mexico",Cuajimalpa de Morelos,Private room in rental unit,Private room,2.5 shared baths,"[""Elevator"", ""Smoke alarm"", ""Wifi"", ""Shared pool"", ""Washer"", ""Shampoo"", ""Fire extinguisher"", ""Kitchen"", ""TV with standard cable"", ""Dryer"", ""First aid kit"", ""Gym"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Security cameras on property"", ""Essentials""]",$900.00,t,29/03/23,08/10/15,09/12/22,f,6271813,20200000000000.0,32093405.0,1.0,2.0,19.38599,-99.2,4.0,2.0,1.5,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,22.0,42.0,64.0,337.0,10.0,4.0,0.0,4.6,4.6,5.0,4.9,4.9,5.0,5.0,1.0,0.0,1.0,0.0,0.11
510,https://www.airbnb.com/rooms/6748869,30/03/23,previous scrape,Lighted room with private bathroom,"We are a young French/Mexican couple who work in the film industry. When we can't travel, we loved to meet people from different horizons (close or far). <br />San Pedro de los Pinos, a quiet and traditional neighborhood, is near to Condesa (5 min by taxi). <br />Metro station is two blocks away.<br />We have two loving dogs (a whippet and a street dog - German shepherd-ish). <br />Lightly room full of DVD (and big screen) if watching movie is you thing. You have your own bathroom.<br /><br /><b>The space</b><br />Very clean place (free cleaning three time a week). <br />Free breakfast.<br />200 MB internet<br />You can rent the whole flat if you want to.<br /><br /><b>Guest access</b><br />You can relax in the living room and eat/cook in our well supplied kitchen. We also have a little studio which is perfect if you are looking for a quiet place to work in.<br /><br /><b>Other things to note</b><br />We are located very near Revolution avenue: can be noisy sometimes.",A little park 5 min away by foot with a good pizzeria,https://a0.muscache.com/pictures/a6db6d0b-23e9-46f4-ba25-fc3cdafe504e.jpg,https://www.airbnb.com/users/show/11463951,Julia,20/01/14,"Mexico City, Mexico",French film producer living in Mexico.,within a day,60%,94%,t,https://a0.muscache.com/im/pictures/user/6f4c03fb-bd0d-454f-8875-0b55b272abe5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6f4c03fb-bd0d-454f-8875-0b55b272abe5.jpg?aki_policy=profile_x_medium,sin registro,"['email', 'phone']",t,t,"Mexico City, Distrito Federal, Mexico",Benito JuÃ¡rez,Private room in rental unit,Private room,1 shared bath,"[""Toaster"", ""Coffee"", ""Host greets you"", ""Dedicated workspace"", ""Essentials"", ""Extra pillows and blankets"", ""Breakfast"", ""Iron"", ""Hot water"", ""Game console"", ""TV"", ""Hair dryer"", ""Cooking basics"", ""Washer"", ""Refrigerator"", ""Hangers"", ""Clothing storage"", ""Kitchen"", ""First aid kit"", ""Books and reading material"", ""Coffee maker"", ""Private patio or balcony"", ""Wifi"", ""Dishes and silverware"", ""Dryer"", ""Body soap"", ""Shampoo""]",$400.00,t,30/03/23,01/02/17,10/01/23,f,6748869,20200000000000.0,11463951.0,2.0,2.0,19.38746,-99.18518,1.0,1.0,1.0,2.0,15.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,0.0,0.0,0.0,3.0,48.0,10.0,0.0,4.98,4.93,4.95,4.91,4.93,4.89,4.95,2.0,1.0,1.0,0.0,0.64
512,https://www.airbnb.com/rooms/6311568,30/03/23,city scrape,Apartment with spectacular view,"The apartment has an outstanding view with dining and living-rooms, two bedrooms with complete toilets and a big kitchen. It is located in one of the most exclusive areas in Mexio City. Experience the country side feeling in a big city!<br /><br /><b>The space</b><br />The house has been just remodeled so the toilets and the kitchen are new. The size of the apartment it is enough to make you feel comfortable. Each room has a closet to keep enough clothes. The main room has a walking closet next to the toilet and another closet in the room. The second room has its own toilet and a closet in the room with enough space. <br />The main room, the living and the dining rooms face south and this is great orientation because it has a lot of light and the temperature is perfect. There will be fans at the house if you feel hot but I am sure that you wonÂ´t feel cold. <br />At the back of the house there is a garden and also a small forest which is a federal  area. This will make you feel like if ","The Neighborhood Lomas de Chapultepec is one of the most exclusive in Mexico City. It is very safety and calm. The house is located a walking distance of the street Prado Norte where you can find many stores, restaurants, pharmacies, grocery stores and a market. It is also next to Palmas Avenue where there are all the banks, restaurants and stores. The neighborhood Las Lomas is near Polanco which is also a nice and popular area. It is no far from the historical city center, if you are interested to visit this area.",https://a0.muscache.com/pictures/78915819/52b4b457_original.jpg,https://www.airbnb.com/users/show/32833650,Patricia,07/05/15,"Mexico City, Mexico",sin registro,within a day,100%,65%,t,https://a0.muscache.com/im/pictures/user/2e4663e2-b286-4b7a-8335-f4fa9805e936.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2e4663e2-b286-4b7a-8335-f4fa9805e936.jpg?aki_policy=profile_x_medium,sin registro,"['email', 'phone']",t,t,"Mexico City, Distrito Federal, Mexico",Miguel Hidalgo,Entire rental unit,Entire home/apt,2 baths,"[""Wifi"", ""Washer"", ""Kitchen"", ""Dryer"", ""TV"", ""Free parking on premises"", ""Essentials""]","$2,179.00",t,30/03/23,11/08/15,11/08/15,f,6311568,20200000000000.0,32833650.0,2.0,3.0,19.42818,-99.21038,3.0,2.0,2.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,30.0,60.0,90.0,365.0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.01
514,https://www.airbnb.com/rooms/6759220,30/03/23,city scrape,Private room in Polanco!,"Great located apartment in Polanco, private room with 2 bathrooms (Shared) access and living room. Next to a 24hrs supermarket and a few blocks from 3 amazing malls (Antara, Pabellon Polanco and Plaza Carso).<br /><br /><b>The space</b><br />The apartment is very well located, it has 3 private rooms, of which only one has its private bathroom. The room is quite spacious, where you can feel very comfortable. There are refrigerator and coffee and water area. It also has washer and dryer for your clothes. All linens and towels are new and very clean. Everything was purchased in May 2015, including beds, mattresses and furniture, which will be premiering the place practically.<br /><br /><b>Guest access</b><br />Access is very simple, the apartment is in one of the main avenues of Polanco and is on the first floor, so using the stairs frequently, but you can also use the lift.<br /><br /><b>Other things to note</b><br />all of  transport services ,bus,subway is near the apartament, and the","Polanco is one of the best neighborhoods of Mexico City, has a huge amount of restaurants and bars. Many museums and a lot of activities you can perform.",https://a0.muscache.com/pictures/85435346/141f5118_original.jpg,https://www.airbnb.com/users/show/34045895,Antonio,23/05/15,"Mexico City, Mexico","Foodie person, who likes to travel and share experiences with new people. I like to enjoy life. Easy going and kind with others.",within an hour,100%,75%,f,https://a0.muscache.com/im/users/34045895/profile_pic/1433284085/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/34045895/profile_pic/1433284085/original.jpg?aki_policy=profile_x_medium,Polanco,"['email', 'phone']",t,t,"Mexico City, D.F., Mexico",Miguel Hidalgo,Private room in rental unit,Private room,1 shared bath,"[""Elevator"", ""Extra pillows and blankets"", ""Wifi"", ""Washer"", ""Hangers"", ""Hot water"", ""Shampoo"", ""TV with standard cable"", ""Dryer"", ""Essentials""]",$880.00,t,30/03/23,22/06/15,31/10/22,f,6759220,20200000000000.0,34045895.0,3.0,3.0,19.43621,-99.20756,2.0,1.0,2.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,28.0,58.0,88.0,178.0,31.0,1.0,0.0,4.94,4.97,4.97,5.0,5.0,4.97,4.97,3.0,0.0,3.0,0.0,0.33
516,https://www.airbnb.com/rooms/6759506,30/03/23,city scrape,POLANCO 2 bed private room in polanco,"Safe and quiet private bedroom . All you need for a comfortable business and pleasure stay. Few blocks from Plaza Carso, Museo Soumaya and one of the most amazing malls in MÃ©xico City, Antara. 20 meters from a 24hr supermarket! and near to the important museums in mexico<br /><br /><b>The space</b><br />The apartment is very well located. The room is quite spacious, where you can feel very comfortable. There are refrigerator and coffee and water area. It also has washer and dryer for your clothes. All linens and towels are new and very clean,including beds, mattresses and furniture, which will be premiering the place practically.<br /><br /><b>Guest access</b><br />Access is very simple, the apartment is in one of the main avenues of Polanco and is on the first floor, so you can use the stairs frequently, but you can also use the elevator.<br /><br /><b>Other things to note</b><br />is near of all transport services,the bus,subway,and the most important museums like antrpology museum, ","Polanco is one of the best neighborhoods of Mexico City, has a huge amount of malls restaurants and bars. Many museums and a lot of activities and stuff to do!",https://a0.muscache.com/pictures/48f98cd3-dfea-4016-a83b-aa395363eced.jpg,https://www.airbnb.com/users/show/34045895,Antonio,23/05/15,"Mexico City, Mexico","Foodie person, who likes to travel and share experiences with new people. I like to enjoy life. Easy going and kind with others.",within an hour,100%,75%,f,https://a0.muscache.com/im/users/34045895/profile_pic/1433284085/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/34045895/profile_pic/1433284085/original.jpg?aki_policy=profile_x_medium,Polanco,"['email', 'phone']",t,t,"Mexico City, D.F., Mexico",Miguel Hidalgo,Private room in condo,Private room,1 shared bath,"[""Free street parking"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""TV with standard cable"", ""Coffee"", ""Laundromat nearby"", ""Host greets you"", ""Free dryer"", ""Essentials"", ""Extra pillows and blankets"", ""Mosquito net"", ""Oven"", ""Mini fridge"", ""Microwave"", ""Hot water"", ""Paid street parking off premises"", ""Lock on bedroom door"", ""Elevator"", ""Washer"", ""Portable fans"", ""Refrigerator"", ""Hangers"", ""Coffee maker: drip coffee maker"", ""Books and reading material"", ""Private entrance"", ""Wifi"", ""Clothing storage: closet"", ""Body soap"", ""Shampoo""]",$990.00,t,30/03/23,22/08/15,21/11/22,f,6759506,20200000000000.0,34045895.0,3.0,3.0,19.43488,-99.20777,2.0,1.0,2.0,3.0,30.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,28.0,58.0,88.0,178.0,11.0,1.0,0.0,4.91,4.91,4.91,5.0,5.0,5.0,5.0,3.0,0.0,3.0,0.0,0.12
519,https://www.airbnb.com/rooms/7512066,30/03/23,previous scrape,Historic Center Apt,sin registro,sin registro,https://a0.muscache.com/pictures/miso/Hosting-7512066/original/1f9bc051-4e0e-4ea0-837b-07ed52603792.png,https://www.airbnb.com/users/show/24020790,Carlo,21/11/14,"Mexico City, Mexico",sin registro,within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/2327ba7b-b6f3-4d4f-bee1-1e63e353d8f6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2327ba7b-b6f3-4d4f-bee1-1e63e353d8f6.jpg?aki_policy=profile_x_medium,Centro HistÃ³rico,"['email', 'phone', 'work_email']",t,t,sin registro,CuauhtÃ©moc,Entire rental unit,Entire home/apt,1 bath,"[""Stainless steel oven"", ""Ethernet connection"", ""Smoke alarm"", ""Samsung refrigerator"", ""Hot water kettle"", ""Single level home"", ""Clothing storage: dresser, closet, and wardrobe"", ""Long term stays allowed"", ""Wine glasses"", ""Cleaning products"", ""Paid dryer \u2013 In building"", ""Dining table"", ""Board games"", ""Toaster"", ""Coffee"", ""Laundromat nearby"", ""Outdoor dining area"", ""Host greets you"", ""Essentials"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Iron"", ""Microwave"", ""Private backyard \u2013 Fully fenced"", ""Hot water"", ""Shampoo"", ""Outdoor furniture"", ""Hair dryer"", ""Cooking basics"", ""Elevator"", ""Cleaning available during stay"", ""Shower gel"", ""Paid parking garage off premises"", ""Drying rack for clothing"", ""Portable fans"", ""Hangers"", ""Room-darkening shades"", ""Fire extinguisher"", ""Kitchen"", ""Blender"", ""First aid kit"", ""Shared gym in building"", ""Freezer"", ""Courtyard view"", ""Books and reading material"", ""40\"" HDTV with Netflix"", ""Bed linens"", ""Coffee maker"", ""Fast wifi \u2013 192 Mbps"", ""Private entrance"", ""Private patio or balcony"", ""Paid washer \u2013 In building"", ""Dishes and silverware"", ""Neutro Hipoalerg\u00e9nico body soap"", ""Stainless steel gas stove"", ""Portable heater"", ""Carbon monoxide alarm"", ""City skyline view""]","$1,716.00",t,30/03/23,10/08/15,17/02/23,f,7512066,20200000000000.0,24020790.0,3.0,3.8,19.4349,-99.14493,2.0,1.6,1.0,3.0,35.0,2.0,3.0,1125.0,1125.0,2.9,1125.0,0.0,0.0,0.0,1.0,60.8,20.0,0.0,4.86,4.9,4.91,4.89,4.89,4.93,4.91,3.0,3.0,0.0,0.0,0.9
520,https://www.airbnb.com/rooms/7513095,30/03/23,city scrape,Experience Mexico City from an Artful Apartment,"High-ceilinged apartment includes generously proportioned bathroom, walk-in closet, a six-burner range and full-sized oven.  A fully equipped kitchen, espresso machine, high-speed speed WiFi access and cable television are just some of the amenities that will make your visit restful and rewarding.  Large dining table allows you to even host meetings or social gatherings in style and comfort.<br /><br />Guests have access to entire apartment and downstairs patio to themselves.<br /><br />I am available by WhatsApp, message, or e-mail during business hours, and my office is downstairs, so Iâm on the premises most days.<br /><br />Colonia Florida is a quiet neighborhood that is just a few minutes walk to a fantastic business district full of delicious local restaurants and boutique shops. Mexico City and all of it's many landmarks is also just a short drive away.<br /><br />A short 25-minute taxi ride from the airport, a 3-minute walk from Insurgentes Sur, known as the worldâs longest ave",Colonia Florida is a quiet neighborhood that is just a few minutes walk to a fantastic business district full of delicious local restaurants and boutique shops. Mexico City and all of it's many landmarks is also just a short drive away.,https://a0.muscache.com/pictures/90c48232-941c-4f36-baee-1c6a33822551.jpg,https://www.airbnb.com/users/show/39449776,Enrique,24/07/15,"Mexico City, Mexico","Elizabeth Collins and Enrique Chavarria are a translator-photographer duo who love sharing the delights and treasures of Mexico with visitors.Â  Enrique grew up in the apartment youâll be staying in. Elizabeth grew up in the US and has lived in Mexico for 25 years.Â  Both of them love cooking, crafts, art and antiques, and can answer all kinds of questions about Mexicoâs past, present, attractions and cultural idiosyncrasies.Â  Â Â ",within an hour,100%,97%,t,https://a0.muscache.com/im/pictures/user/f59021d3-02f5-424a-b43c-baf84f48d2c7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f59021d3-02f5-424a-b43c-baf84f48d2c7.jpg?aki_policy=profile_x_medium,Florida/Axotla,"['email', 'phone']",t,t,"Mexico City, CDMX, Mexico",Benito JuÃ¡rez,Entire rental unit,Entire home/apt,1 bath,"[""Smoke alarm"", ""BBQ grill"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""TV with standard cable"", ""Baking sheet"", ""Crib"", ""Essentials"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Oven"", ""Iron"", ""Microwave"", ""Hot water"", ""Stove"", ""Free parking on premises"", ""Hair dryer"", ""Cooking basics"", ""Heating"", ""Paid parking on premises"", ""Washer"", ""Refrigerator"", ""Lockbox"", ""Hangers"", ""Fire extinguisher"", ""Kitchen"", ""First aid kit"", ""Self check-in"", ""Outlet covers"", ""Coffee maker"", ""Bed linens"", ""Private entrance"", ""Children\u2019s books and toys"", ""Wifi"", ""Patio or balcony"", ""Pets allowed"", ""Paid parking off premises"", ""Dishes and silverware"", ""Dryer"", ""Carbon monoxide alarm"", ""Body soap"", ""Shampoo""]","$1,416.00",t,30/03/23,01/11/17,05/03/23,f,7513095,20200000000000.0,39449776.0,2.0,2.0,19.36301,-99.18067,4.0,2.0,3.0,4.0,1125.0,4.0,4.0,1125.0,1125.0,4.0,1125.0,22.0,52.0,82.0,167.0,83.0,19.0,1.0,4.95,4.97,4.89,4.97,5.0,4.97,4.94,2.0,2.0,0.0,0.0,1.26
525,https://www.airbnb.com/rooms/6804857,30/03/23,city scrape,rooftop private room with bathroom,"the independant appartement is on the roof top of a old 1920's porfirian house. it is a private room, the roof top is not secured (not recommened for children). you have your own bathroom with toilet. you can use the washing machine. quiet place",sin registro,https://a0.muscache.com/pictures/92920424/f196fa50_original.jpg,https://www.airbnb.com/users/show/35622092,Romain,12/06/15,"Mexico City, Mexico","38 year-old french men who live in between paris and mexico, with my single kid and my girlfriend. i remobel houses for a living and i work on this house in mexico for my great pleasure, i hope you'll enjoy it",a few days or more,0%,0%,f,https://a0.muscache.com/im/users/35622092/profile_pic/1434115971/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/35622092/profile_pic/1434115971/original.jpg?aki_policy=profile_x_medium,Santa MarÃ­a La Ribera,"['email', 'phone']",t,f,sin registro,CuauhtÃ©moc,Private room in home,Private room,1 bath,"[""Smoking allowed"", ""Wifi"", ""Essentials""]",$500.00,t,30/03/23,02/01/16,02/01/16,f,6804857,20200000000000.0,35622092.0,1.0,1.0,19.45237,-99.15967,2.0,1.0,1.0,2.2,1125.0,2.1,2.2,1125.0,1125.0,2.2,1125.0,30.0,60.0,90.0,179.0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,0.0,0.01
534,https://www.airbnb.com/rooms/7602810,30/03/23,city scrape,Studio for home office on a corner with green view,"This apartment is 30 square meters, excellent place to come back to after a day out touring the city or a good place to home office. <br /><br />43 in Smart TV, Cable and excellent WIFI connection<br />Basic for cooking, with an small fridge, gas range and microwave. <br />The hot water works good pressure.  <br />The bedroom has a big closet. <br />Is on the third floor access is by stairs. <br /><br />You will find everything less than 100 meters, supermarket, subway station, laundry,  pharmacy, banks several food options.<br /><br /><b>The space</b><br />Good orientation, a lot of morning light and cool at nights. <br />The apartment is located on a third floor, the view up there is refreshing and green. <br />Hardwood floor through the rooms. <br />This is the last floor on the building is quiet and private.<br /><br /><b>Other things to note</b><br />The apartment is on a third floor access by stairs. <br />The bathrroom could be small, for that reason keeps temperature.",sin registro,https://a0.muscache.com/pictures/miso/Hosting-7602810/original/841b94c0-6251-4400-b090-1c778bf6b687.jpeg,https://www.airbnb.com/users/show/27619950,Rodrigo,11/02/15,"Mexico City, Mexico","I will treat my guest as I would like to be treated when I travel making their experience an enjoyable one. 

The places I offer are meant to be comfortable, clean and have specific locations for visiting the city. Every place is unique and it has been thought for enjoyment of the guests. 

",within an hour,100%,92%,t,https://a0.muscache.com/im/pictures/user/4ccffec6-e483-41da-83be-15a9d0dc7a13.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4ccffec6-e483-41da-83be-15a9d0dc7a13.jpg?aki_policy=profile_x_medium,Narvarte,"['email', 'phone']",t,t,sin registro,Benito JuÃ¡rez,Entire rental unit,Entire home/apt,1 bath,"[""Ethernet connection"", ""Smoke alarm"", ""Free street parking"", ""Luggage dropoff allowed"", ""Shared patio or balcony"", ""Long term stays allowed"", ""Dedicated workspace"", ""Essentials"", ""Extra pillows and blankets"", ""Iron"", ""Microwave"", ""Hot water"", ""Hair dryer"", ""Cooking basics"", ""Heating"", ""Refrigerator"", ""Lockbox"", ""Hangers"", ""Fire extinguisher"", ""43\"" TV with Amazon Prime Video, Netflix, standard cable"", ""Kitchen"", ""First aid kit"", ""Self check-in"", ""Shared backyard \u2013 Not fully fenced"", ""Coffee maker"", ""Bed linens"", ""Gas stove"", ""Wifi"", ""Dishes and silverware"", ""City skyline view""]",$437.00,t,30/03/23,20/06/16,11/02/23,t,7602810,20200000000000.0,27619950.0,8.0,10.0,19.39397,-99.15858,2.0,1.0,2.0,2.2,60.0,2.1,2.2,1125.0,1125.0,2.2,1125.0,0.0,3.0,33.0,33.0,119.0,10.0,0.0,4.88,4.95,4.89,4.92,4.92,4.9,4.91,8.0,1.3,0.0,0.0,1.44
536,https://www.airbnb.com/rooms/6371825,30/03/23,city scrape,HabitaciÃ³n con balcÃ³n en la colonia Roma,"Un lugar tranquilo y acogedor,  ubicado en un barrio cosmopolita donde la cultura y el arte de la ciudad de MÃ©xico  se dan cita en sus galerÃ­as, librerÃ­as, museos y cafÃ©s.<br /><br /><b>The space</b><br />El edificio, que conserva su arquitectura antigua, cuenta con un roof garden donde se puede disfrutar de la lectura y los dÃ­as soleados con una gran panorÃ¡mica de la ciudad.<br /><br /><b>Guest access</b><br />Es un  departamento compartido por lo que se puede hacer uso de la estancia, la cocina, la zona de lavado y el baÃ±o.<br /><br /><b>Other things to note</b><br />Sus bares y restaurantes hacen de esta colonia el lugar preferido de la ciudad para la vida nocturna.","La colonia Roma desde hace algunos aÃ±os se ha convertido en uno de los barrios mÃ¡s solicitados para vivir y divertirse, ya que cuenta con muchas opciones para el visitante.",https://a0.muscache.com/pictures/86054570/cb61e817_original.jpg,https://www.airbnb.com/users/show/33139126,Arturo,11/05/15,"Mexico City, Mexico",sin registro,a few days or more,0%,0%,f,https://a0.muscache.com/im/users/33139126/profile_pic/1437100390/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/33139126/profile_pic/1437100390/original.jpg?aki_policy=profile_x_medium,sin registro,"['email', 'phone', 'work_email']",t,t,"Mexico City, Distrito Federal, Mexico",CuauhtÃ©moc,Private room in rental unit,Private room,1 private bath,"[""Wifi"", ""Washer"", ""Fire extinguisher"", ""Shampoo"", ""Kitchen"", ""Smoking allowed"", ""First aid kit"", ""Dryer"", ""Essentials""]",$400.00,t,30/03/23,18/07/15,25/03/17,f,6371825,20200000000000.0,33139126.0,1.0,2.0,19.41626,-99.1588,2.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,23.0,53.0,83.0,358.0,6.0,0.0,0.0,4.83,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,0.0,0.06
